Ticket Number;Subject;Status;Centros de cultivo Multi X;Centro de cultivo Aquachile;Centro de Cultivo Salmones Aysen;Department;Type;Priority;Owner;Organizations;Assigned Agent;Source;Creator;Resolved In(in minutes);First Replied At;Created At;Updated At;Closed At;Description;Categoría de Problema;Centros de cultivo Caleta Bay;Dispositivo;Radares;Dispositivo;Dispositivo;PC;Grabación de Cámaras;Proveedor de internet;C.M FALLA;Ticket Link
ORCA-AAAA-0581;Centro Metrencue - Problemas con comandos de camara laser.;Cerrado;;;Metrencue;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;2650;marzo 24, 2023 11:35 PM;marzo 24, 2023 10:10 PM;marzo 28, 2023 6:19 PM;marzo 28, 2023 6:19 PM;Se informa que cámara laser de centro Metrencue no responde a comandos de control ni realiza recorrido de Presets. En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;Grabación o visual en la nube;Click here to view ticket;;
ORCA-AAAA-0578;Planilla de detecciones sin actualizar;Cerrado;;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;9504;;marzo 20, 2023 3:55 AM;marzo 28, 2023 6:18 PM;marzo 28, 2023 6:18 PM;Estimados       Buenas tardes, para informar sobre planilla de detecciones la cual no se ha actualizado y mantiene información del día anterior, ya que para poder trabajar durante la noche se debe de tener planilla sin información, cabe mencionar que se realizó actualización en varias ocasiones.Adjunto imagen referentedesde ya muchas graciasAtte.Vanesa Villarroel Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0574;06:45 se pierde visual de camaras y radar de centro Izaza en la central de monitoreo;Cerrado;izaza;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;16938;;marzo 11, 2023 3:40 PM;marzo 28, 2023 6:18 PM;marzo 28, 2023 6:18 PM;Buenos días.Mediante el presente informo que siendo las 06:45 se pierde visual de cámaras y radar de centro Izaza en la central de monitoreo, se realizo llamado pasando directamente a buzon, se contacto a personal de seguridad del centro quien nos indica que si tienen visual en el centro. Prueba de enlace indica expiración en tránsito.Atte.Andrea CastroOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Enlace;;;;;;Proveedor Satelnet;;Click here to view ticket;;
ORCA-AAAA-0573;Inoperativo todo el sistema de alarmas Taraba 8;Cerrado;taraba8;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;12404;marzo 09, 2023 4:55 AM;marzo 09, 2023 3:15 AM;marzo 21, 2023 5:59 PM;marzo 21, 2023 5:59 PM;Estimados Buenas tardes, se informa que el día de hoy a las 17:36 hrs Se intento realizar una prueba de alarma en elCentro Taraba 8 con el Sr Elías Arancibia, la cual informa que se encuentraInoperativo todo el sistema de alarmas tanto interno como externo.Att.-Francia ChacínOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Alarmas;;Bocina Interior,Baliza Interior,Bocina Exterior,Baliza Exterior;;;;;;Click here to view ticket;;
ORCA-AAAA-0579;Sin notificaciones de Telegram en las alertas de radar;Cerrado;;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;2214;marzo 20, 2023 6:25 AM;marzo 20, 2023 5:05 AM;marzo 21, 2023 5:58 PM;marzo 21, 2023 5:58 PM;Buenas tardes:          Estimados, por medio del presente se les informa que las detecciones de radar que han ocurrido hasta el momento desde las 20:00 hrs del día de hoy, ninguna de ellas ha sido notificada por medio de Telegram.Les solicitamos por favor ayudarnos a solucionar este inconvenienteAtteDaniel Aguilera O.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0580;Sin visual en nube CC. Puyuhuapi 1.;Cerrado;Puyuhuapi 1;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;1548;;marzo 20, 2023 4:10 PM;marzo 21, 2023 5:57 PM;marzo 21, 2023 5:57 PM;Buenos días   Estimados,Informo que a la hora se pierde visual de cámaras de la nube de centro cultivoPuyuhuapi 1 en la central de monitoreo. Se realizo llamada al centro sin tono, se envía un mensaje vía team a la espera. Favor ruego gestionar dicho inconveniente.Atte.-Javiera Mansilla.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;Grabación o visual en la nube;Click here to view ticket;;
ORCA-AAAA-0576;Perdida de conexion con centro Teupa.;Cerrado;;;Teupa;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;5768;marzo 13, 2023 6:20 PM;marzo 13, 2023 6:15 PM;marzo 17, 2023 6:23 PM;marzo 17, 2023 6:23 PM;Se informa que se pierde conexión con camaras de centro Teupa, personal de centro informa que camaras de centro funcionan con normalidad en monitores de centro, se realiza chequeo de ping el cual muestra el mensaje “TTL expirado en transito” se desconoce el origen del problema. En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Enlace;;;;;;Proveedor Satelnet;;Click here to view ticket;;
ORCA-AAAA-0538;Cambio de preset en Centro Cuem.;Cerrado;;;Cuem;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;52757;marzo 16, 2023 1:30 AM;enero 26, 2023 3:05 AM;marzo 17, 2023 6:22 PM;marzo 17, 2023 6:22 PM;Buenas tardes estimado. Se adjuntan imágenes en orden para poder realizar el cambio de la totalidad de los preset (Cámara Termal y Laser ambas con la  misma posición) en Centro Cuem.          En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0569;Inoperatividad CC Cuchi;Cerrado;cuchi;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;2865;;marzo 07, 2023 7:25 PM;marzo 09, 2023 7:10 PM;marzo 09, 2023 7:10 PM;EstimadosJunto en saludarles, se informa que el día de hoy desde  10:05 se pierde visual del Centro Cuchi.Se envía mensaje vía teams al centro confirmando que mantienen visual.Se realiza prueba de enlace marcando 0% perdida y TTL=51Igualmente, en la nube de la central se encuentra inoperativo.Se realizo actualización del sistema manteniendo la inoperatividad.Cabe destacar que el día de hoy Orca informa que durante el día se estarán reiniciando sistemas de forma preventiva con el fin de mantener funcionando correctamente todos los sistemas.Se adjuntan imágenes. Att.-Francia ChacinOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Enlace;;;;;;Proveedor Satelnet;;Click here to view ticket;;
ORCA-AAAA-0568;Sin visual de camara de centro Puyuhuapi 1 en la nube;Cerrado;Puyuhuapi 1;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;5123;marzo 06, 2023 6:20 PM;marzo 06, 2023 5:45 AM;marzo 09, 2023 7:07 PM;marzo 09, 2023 7:07 PM;Buenas tardes estimados:     Informo que a la hora no se tiene visual de cámara de centro cultivo Puyuhuapi 1 en lanube de la central de monitoreo.Cabe señalar que se realizó actualización de sistema persistiendo inoperatividad.Adjunto imagen de nube.Sin otro particular, agradecería gestionar este inconveniente.Atte.-Catarí GonzálezOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;Grabación o visual en la nube;Click here to view ticket;;
ORCA-AAAA-0567;Sin visual de camara CC Quemada en la nube;Cerrado;quemada;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;5460;;marzo 04, 2023 8:20 AM;marzo 09, 2023 7:00 PM;marzo 09, 2023 7:00 PM;Buenas noches estimados:   Informo que a la hora no se tiene visual de cámara de centro cultivo Quemada en la nube de la central de monitoreo. Cabe señalar que se realizo actualización de sistema persistiendo inoperatividad.Adjunto imagen.Sin otro particular, agradecería gestionar este inconveniente.Atte.-Catarí GonzálezOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;Grabación o visual en la nube;Click here to view ticket;;
ORCA-AAAA-0572;Camara soledad no responde al  modo manual se va a la izquierda .;Cerrado;Soledad;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;2338;marzo 08, 2023 6:30 PM;marzo 08, 2023 4:00 AM;marzo 09, 2023 6:57 PM;marzo 09, 2023 6:57 PM;Buenas tardes  estimados,Se informa que con hora 19:07 se realiza revisión y funcionalidad de  sistema de cámara ptz  Centro  Soledad ,a peticion de Supervisor Maritimo Cristian ContrerasEncontrándose esta cámara con inclinación a la izquierda, se realiza prueba en el centro y en central de monitoreo . no logrando centrarla.Favor su cooperación ,Atte,Francia Chacín, Héctor Aguilera y César Pacheco Inzunza Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0571;Baliza Exterior Inoperativa CC Bolados;Cerrado;Bolados;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;2360;marzo 09, 2023 6:40 PM;marzo 08, 2023 3:30 AM;marzo 09, 2023 6:50 PM;marzo 09, 2023 6:50 PM;EstimadoJunto con saludarles, se informa que el día de hoy se realizó prueba de alarma al Centro Bolados desde el aplicativo de Orca con el Sr Raul Avendaño, encontrándose Inoperativa la Baliza Exterior del módulo. Att.-Francia ChacinOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Alarmas;;Bocina Exterior;;;;;;Click here to view ticket;;
ORCA-AAAA-0559;Problemas con ptz de CC Isaza;Cerrado;;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;14400;febrero 18, 2023 7:05 PM;febrero 18, 2023 3:30 PM;marzo 04, 2023 1:40 AM;marzo 04, 2023 1:40 AM;Buenos dias:             Estimados, estamos teniendo inconvenientes con la PTZ del centro Isaza los cuales detallo a continuación:PTZ no está enfocando el módulo de manera centrada, por el contrario, tiene tendencia a enfocar el cielo (Adjunto imagen)El manejo de PTZ desde el aplicativo Digifort es prácticamente nulo, no se puede direccionar la camara de manera manual (Cabe destacar que este problema solo ocurre con este centro)Les solicitamos por favor ayudarnos a solucionar estos incovenientes.AtteDaniel Aguilera O.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0558;Sin visual (en la nube) de centros de cultivo;Cerrado;Bolados,Guapo,Puyuhuapi 1;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;13660;febrero 17, 2023 5:05 PM;febrero 17, 2023 2:05 PM;marzo 03, 2023 1:45 AM;marzo 03, 2023 1:45 AM;Buenas noches:     Estimados les comento que a la hora no mantenemos visual de los siguientes centrosen la nube de la central de monitoreo:CC BOLADOSCC GUAPOCC PUYUHUAPI 1Cabe señalar que se realizó actualización del sistema sin embargo persiste la inoperatividad. (Adjunto imagen)AtteDaniel Aguilera O.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;Grabación o visual en la nube;Click here to view ticket;;
ORCA-AAAA-0560;Sin visual en CC Jorge;Cerrado;;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;13058;febrero 19, 2023 5:05 PM;febrero 19, 2023 7:30 AM;marzo 03, 2023 1:38 AM;marzo 03, 2023 1:38 AM;Buenas noches:        Estimados, les informo que a la hora no contamos con visual del CC Jorge, esto reportado primeramente por Supervisor de Seguridad Sr. Jairo Vidal quien se encuentra en el centro.Se adjunta prueba de enlace.Se adjunta imagen enviada por supervisor de seguridad en él centro.AtteDaniel Aguilera O.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0530;Centro Jorge en centro sin visual de cámaras y radar en el monitor.;Cerrado;jorge;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;43950;febrero 03, 2023 6:55 PM;enero 19, 2023 8:45 AM;marzo 02, 2023 9:15 PM;marzo 02, 2023 9:15 PM;Buenas tardes estimados.Informo que siendo las 21:32 personal de seguridad del centro Jorge informa dentro de su reporte:Sin visual en el monitor del centro: cámaras y radar.  También nos consultó si el radar en la central detecto que él fue a modulo a las 20:03 aprox. a aun poco pasado las 20:30 y se le indico que no hay registro por detección del radar.En la central si se tiene visual de las cámaras, pero el radar figura con un signo de exclamación:Atte.Andrea Castro.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Enlace;;;;;;Otro;;Click here to view ticket;;
